ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_Ex_00143,"Paul Knight: L'ombre de ton ombre' presents new and recent photographic, sculptural, and machine learning works that engage the artist’s relationship with his partner as an index of time, invoking the intimate present alongside the deep past and near future. This exhibition was hosted at UNSW Galleries.",2024-09-08,,,Paul Knight: L’ombre de ton ombre,https://www.artdesign.unsw.edu.au/unsw-galleries/paul-knight-lombre-de-ton-ombre,2024-06-28,Exhibition,
UNSW_GALLERIES_Ex_00144,"‘A MURRIALITY’ is the first survey of renowned Waanyi artist Gordon Hookey, charting three decades of practice where artmaking and activism fuse. This exhibition was hosted at the Dr David Harvey-Sutton Gallery with UNSW Galleries.",2024-07-16,,,Gordon Hookey: A MURRIALITY,https://www.artdesign.unsw.edu.au/unsw-galleries/gordon-hookey-murriality-3,2024-03-18,Exhibition,
UNSW_GALLERIES_Ex_00145,"‘Turrangka…in the shadows’ surveys a decade of Tylor’s practice and, for the first time, brings together the most comprehensive selection of his unique daguerreotypes, expansive digital photographic series, hand-made Kaurna cultural objects, and furniture. The exhibition title is drawn from a Kaurna word, highlighting a significant ongoing aspect of Tylor’s practice: the learning and sharing of his Indigenous language. As well as shadow, turra also translates to reflection, image, and mirror. This exhibition was hosted at Goulburn Regional Art Gallery with UNSW Galleries.",2024-05-04,,,James Tylor: Turrangka...in the shadows,https://www.artdesign.unsw.edu.au/unsw-galleries/james-tylor-turrangkain-shadows,2024-03-15,Exhibition,
UNSW_GALLERIES_Ex_00146,"The 24th Biennale of Sydney works across time periods, beyond the borders separating cultural practices rooted in different genealogies, and from all continents. The exhibition owes a profound debt to the rich heritage of what is known today as Australia, especially to the struggles and practices in which First Nations communities and migrants have faced and played key roles. This edition revisits legacies of collective resistance, strength, and exuberance, embracing a more hopeful and joyful outlook, while celebrating the exhibition as a carnival of rays and radiance, aptly titled ‘Ten Thousand Suns’. This exhibition was hosted at UNSW Galleries.",2024-06-10,,,24th Biennale of Sydney: Ten Thousand Suns,https://www.artdesign.unsw.edu.au/unsw-galleries/24th-biennale-of-sydney,2024-03-09,Exhibition,
UNSW_GALLERIES_Ex_00147,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Glasshouse, Port Macquarie with UNSW Galleries.",2024-05-05,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-6,2024-03-02,Exhibition,
UNSW_GALLERIES_Ex_00148,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at Wangaratta Art Gallery with UNSW Galleries.",2024-04-07,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts-project-3,2024-02-23,Exhibition,
UNSW_GALLERIES_Ex_00149,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at La Trobe Art Institute with UNSW Galleries.",2024-05-12,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes-expanded-textiles-fibre-practices-4,2024-02-20,Exhibition,
UNSW_GALLERIES_Pr_00001,"UNSW Galleries hosts a lively discussion on approaches to contemporary design from the perspective of our emerging designers. In this series of floor talks, Design Honours candidates share their insights into thinking through design in the broad range of works on display as part of the A&D ANNUAL Graduate Exhibition. This program was hosted by UNSW Galleries.",2018-12-05,,,Thinking Through Design: Floor Talks by Design Graduates,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/thinking-through-design,2018-12-05,Program,
UNSW_GALLERIES_Pr_00002,"Emerging art theorists and artists graduating from UNSW Art & Design lead an evening of discussion. Art Theory Honours candidates present their recent research and discuss key ideas in contemporary art theory, and emerging artists graduating from the Fine Arts Honours program lead a series of floor talks and performances in conjunction with their work in the graduate exhibition. This program was hosted by UNSW Galleries.",2018-11-30,,,Symposium: Research Meets Practice,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/research-meets-practice,2018-11-30,Program,
UNSW_GALLERIES_Pr_00003,UNSW Galleries is pleased to welcome artist Monira Al Qadiri to speak about her practice and current work in the 9th Asia Pacific Triennial of Contemporary Art at the Queensland Art Gallery | Gallery of Modern Art. The artist will be in conversation with UNSW Galleries Director José Da Silva. This program was hosted by UNSW Galleries.,2018-11-28,,,In Conversation: Monira Al Qadiri,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/in-conversation-monira-al-qadiri,2018-11-28,Program,
UNSW_GALLERIES_Pr_00004,"For the closing weekend of UNSW Galleries' spring exhibitions season, exhibiting artists David Eastwood, James Nguyen, Georgia Saxelby, and Rochelle Haley engage in a series of artist talks, and Angela Goh activates the work of Rochelle Haley in a performance. This program was hosted by UNSW Galleries.",2018-11-03,,,Spring Season: Artist Talks & Performance,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/spring-artist-talks-performance,2018-11-03,Program,
UNSW_GALLERIES_Pr_00005,"Emerging' and 'early career' are terms that don't speak to a single point in an art career. To start on the road to an art practice doesn't mean an uninterrupted flow - how do artists define themselves as fitting within these descriptions This panel is moderated by Executive Director of NAVA, Esther Anatolitis, exhibiting artists Chelsea Lehmann, Shireen Taweel and Emily Parsons-Lord are joined by Coordinator of Parramatta Artists Studios, Sophia Kouyoumdjian. This program was hosted by UNSW Galleries.",2018-10-25,,,Panel: Where To From Here?,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/panel-where-to-from-here,2018-10-25,Program,
UNSW_GALLERIES_Pr_00006,"Earwitness' is an evening of talks and conversation with Jennifer Stoever, M J Grant and Andrew Brooks as part of the major project ‘Eavesdropping’ presented by Liquid Architecture, Melbourne Law School and The Ian Potter Museum of Art exploring the politics of listening and being listened-to. This program was hosted by UNSW Galleries.",2018-08-29,,,"Earwitness: Jennifer Stoever, M J Grant And Andrew Brooks",https://www.artdesign.unsw.edu.au/unsw-galleries/programs/earwitness,2018-08-29,Program,
UNSW_GALLERIES_Pr_00007,"Director, curator and writer Joselina Cruz provides a guest talk discussing previous curatorial projects and her experience working across a range of cultural institutions. This program was hosted by UNSW Galleries.",2018-08-09,,,Guest Talk: Joselina Cruz,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/guest-talk-joselina-cruz,2018-08-09,Program,
UNSW_GALLERIES_Pr_00008,"This special plant dye workshop will teach participants how to dye fabric with local plant dyes using dyebaths and ‘eco’ bundles’. Led by artist Emma Peters and curator Liz Williamson, the workshops will use local plants used in their studio practices. As part of the workshop, Williamson will provide a tour of the exhibition and discuss specific plant dye used, sourcing materials locally, and environmental concerns expressed through the exhibited works. This program was hosted by UNSW Galleries.",2018-04-25,,,Local Colour: Workshop,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/workshop-local%20colour,2018-08-04,Program,
UNSW_GALLERIES_Pr_00009,"UNSW Galleries is proud to present three performances by Susan Schuppli, Sam Kidel and Jasmine Guffond, as part of Eavesdropping, a major project by Liquid Architecture, Melbourne Law School and The Ian Potter Museum of Art exploring the politics of listening and being listened-to. This program was hosted by UNSW Galleries.",2018-08-02,,,"Eavesdropping: Susan Schuppli, Sam Kidel & Jasmine Guffond",https://www.artdesign.unsw.edu.au/unsw-galleries/programs/eavesdropping,2018-08-02,Program,
